fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,symbol
2019-02-28,USD,2861000000,89000000,None,-396000000,169000000,407000000,443000000,10000000,None,3302000000,13199000000,-12239000000,0,9963000000,9963000000,None,593000000,670000000,None,450000000,0,None,-9513000000,None,4003000000,None,2745000000,ORCL
2018-11-30,USD,546000000,105000000,None,-358000000,256000000,424000000,421000000,274000000,None,2906000000,1920000000,-10023000000,0,9957000000,9957000000,None,755000000,714000000,None,727000000,0,None,-9230000000,None,3518000000,None,2333000000,ORCL
2018-08-31,USD,6722000000,144000000,None,-561000000,-1699000000,720000000,383000000,-1390000000,None,2265000000,3532000000,-13333000000,0,9967000000,9967000000,None,778000000,742000000,None,291000000,0,None,-9676000000,None,-3165000000,-86000000,2265000000,ORCL
2018-05-31,USD,4660000000,3591000000,None,1029000000,1758000000,702000000,378000000,1601000000,195000000,3304000000,3160000000,-5459000000,0,4926000000,4926000000,None,778000000,778000000,None,286000000,0,None,-2340000000,None,2133000000,-228000000,3276000000,ORCL
2018-02-28,USD,3310000000,111000000,None,-157000000,167000000,394000000,286000000,45000000,60000000,-4024000000,-1257000000,-4020000000,0,3967000000,3967000000,None,783000000,783000000,None,763000000,0,None,-3204000000,None,-1823000000,144000000,-4047000000,ORCL
2017-11-30,USD,850000000,185000000,None,-1685000000,764000000,400000000,599000000,223000000,124000000,2233000000,-5710000000,4938000000,0,1952000000,1952000000,None,791000000,791000000,None,339000000,0,None,-1613000000,None,-11000000,-89000000,2214000000,ORCL
2017-08-31,USD,6566000000,156000000,None,723000000,-2296000000,696000000,473000000,-1752000000,11000000,2210000000,-1818000000,-5441000000,0,502000000,502000000,None,822000000,788000000,None,1014000000,0,None,512000000,None,-463000000,230000000,2144000000,ORCL
2017-05-31,USD,-4110000000,3722000000,236000000,1690000000,1809000000,719000000,525000000,1655000000,-90000000,3467000000,-5846000000,3287000000,0,494000000,494000000,None,845000000,787000000,None,872000000,0,None,378000000,None,2036000000,129000000,3349000000,ORCL
2017-02-28,USD,2610000000,135000000,129000000,-485000000,82000000,397000000,440000000,7000000,62000000,2239000000,296000000,-940000000,0,498000000,498000000,None,612000000,612000000,None,563000000,0,None,65000000,None,1156000000,125000000,2239000000,ORCL
2016-11-30,USD,2359000000,194000000,34000000,-1455000000,468000000,302000000,757000000,313000000,41000000,2032000000,121000000,-973000000,0,567000000,567000000,None,647000000,614000000,None,259000000,0,None,-308000000,None,-10022000000,-418000000,2032000000,ORCL
2021-09-30,JPY,913822000000,None,None,None,None,431626000000,987797000000,None,None,None,-843334000000,-128084000000,None,None,None,None,377453000000,377453000000,None,None,None,None,-228301000000,None,None,None,638516000000,TM
2021-06-30,JPY,958958000000,None,None,None,None,439778000000,1139087000000,None,None,None,627100000000,-1691389000000,None,None,None,None,377453000000,377453000000,None,None,None,None,-21517000000,None,None,None,926540000000,TM
2021-03-31,USD,893073000000,None,None,None,None,426103000000,1017336000000,None,-242769000000,None,-995096000000,543108000000,None,None,None,None,625514000000,625514000000,None,None,None,None,199884000000,None,None,None,783681000000,TM
2020-12-31,USD,544575000000,None,None,None,None,407599000000,1041585000000,None,-242769000000,None,-1767258000000,164481000000,None,None,None,None,293576000000,293576000000,None,None,None,None,-28000000,None,None,None,867508000000,TM
2020-09-30,USD,616262000000,None,None,None,None,412544000000,889176000000,None,-242769000000,None,-1584204000000,-303572000000,None,None,None,None,331938000000,331938000000,None,None,None,None,199965000000,None,None,None,481741000000,TM
2020-06-30,USD,673252000000,None,None,None,None,398044000000,819848000000,None,-242769000000,None,-337617000000,2335157000000,None,None,None,None,331938000000,331938000000,None,None,None,None,199986000000,None,None,None,158843000000,TM
2020-03-31,USD,701762000000,None,None,None,None,411613000000,811224000000,None,-114096000000,None,-461983000000,330712000000,None,None,None,None,629987000000,629987000000,None,None,None,None,-105799000000,None,None,None,63173000000,TM
2019-12-31,USD,821316000000,None,None,None,None,409713000000,867014000000,0,0,None,-1197407000000,181208000000,None,None,None,None,285125000000,285125000000,None,None,None,None,-70176000000,None,0,0,738034000000,TM
2019-09-30,USD,1159195000000,None,None,None,None,385705000000,918401000000,0,0,None,-888287000000,-155428000000,None,None,None,None,339893000000,339893000000,None,None,None,None,-245846000000,None,0,0,592002000000,TM
2019-06-30,USD,908370000000,None,None,None,None,398352000000,998492000000,0,0,None,-410820000000,40646000000,None,None,None,None,344862000000,344862000000,None,None,None,None,-54308000000,None,0,0,682974000000,TM
2019-03-31,USD,899827000000,None,None,None,None,470763000000,886478000000,0,0,None,-2697241000000,-104729000000,None,None,None,None,1000000,1000000,None,None,None,None,-98217000000,None,0,0,459566000000,TM
2018-12-31,USD,1040582000000,None,None,None,None,456305000000,930172000000,0,-1157.75,None,-3387.91,-590481000000,None,None,None,None,291895000000,291895000000,None,None,None,None,-151825000000,None,0,0,180915000000,TM
2018-09-30,USD,1002172000000,None,None,None,None,451853000000,894504000000,0,-1465016458.20,None,-7124327408.38,-2633000000,None,None,None,None,2562168093.04,2562168093.04,None,None,None,None,-170734000000,None,0,0,585086000000,TM
2018-06-30,USD,824016000000,None,None,None,None,413454000000,1027733000000,0,-1505045313.13,None,-9401929753.37,157004000000,None,None,None,None,352912000000,352912000000,None,None,None,None,-128861000000,None,0,0,657306000000,TM
2018-03-31,USD,1366128000000,None,None,None,None,453110000000,977290000000,None,-1616204731.10,None,-7085773643.70,-235352000000,None,None,None,None,3332659710.09,3332659710.09,None,None,None,None,-214558000000,None,None,None,480806000000,TM
